date,regime,vix,qqq_5d
2024-01-08,RISK_ON,13.350000381469727,-0.035375683884596
2024-01-22,RISK_ON,13.300000190734863,0.0288994695761553
2024-01-29,RISK_ON,13.260000228881836,0.006244427696206589
2024-02-05,RISK_ON,13.850000381469727,0.012269500387326326
2024-02-12,RISK_ON,12.930000305175781,0.01874084782409091
2024-02-26,RISK_ON,13.75,0.005224406310354812
2024-03-04,RISK_ON,13.109999656677246,0.02021595904892237
2024-03-11,RISK_ON,14.739999771118164,-0.01478869948767525
2024-03-18,RISK_ON,14.40999984741211,-0.011616705983171438
2024-03-25,RISK_ON,13.0600004196167,0.03007512855039418
2024-04-01,RISK_ON,13.010000228881836,-0.004171661803868187
2024-04-08,RISK_ON,16.030000686645508,-0.007972820741021569
2024-04-15,RISK_ON,17.309999465942383,-0.004994561353113158
2024-04-22,RISK_ON,18.709999084472656,-0.05389369431977986
2024-04-29,RISK_ON,15.029999732971191,0.03943078288039015
2024-05-06,RISK_ON,13.489999771118164,0.010394508413562376
2024-05-13,RISK_ON,12.550000190734863,0.015109748317279736
2024-05-20,RISK_ON,11.989999771118164,0.02194259853353553
2024-06-03,RISK_ON,12.920000076293945,-0.006502632881131176
2024-06-10,RISK_ON,12.220000267028809,0.027179308603272778
2024-06-17,RISK_ON,12.65999984741211,0.03505713514186426
2024-06-24,RISK_ON,13.199999809265137,0.00725795209334823
2024-07-01,RISK_ON,12.4399995803833,-0.0006425243703068739
2024-07-08,RISK_ON,12.479999542236328,0.030211251575094966
2024-07-15,RISK_ON,12.460000038146973,-0.0027006074395560242
2024-07-22,RISK_ON,16.520000457763672,-0.03957016408134206
2024-07-29,RISK_ON,16.389999389648438,-0.025818483796126723
2024-08-05,RISK_ON,23.389999389648438,-0.030714685257828056
2024-08-12,RISK_ON,20.3700008392334,0.003699198655685576
2024-08-19,RISK_ON,14.800000190734863,0.05466125834449809
2024-08-26,RISK_ON,15.859999656677246,0.010462506003114491
2024-09-09,RISK_ON,22.3799991607666,-0.046679176404516465
2024-09-16,RISK_ON,16.559999465942383,0.059395147847683294
2024-09-23,RISK_ON,16.149999618530273,0.014936661545881025
2024-09-30,RISK_ON,16.959999084472656,0.010351547023867091
2024-10-07,RISK_ON,19.209999084472656,0.0011710179071577898
2024-10-14,RISK_ON,20.459999084472656,0.012394357662395272
2024-10-21,RISK_ON,18.030000686645508,0.002249804629120833
2024-10-28,RISK_ON,20.329999923706055,0.001719087192943558
2024-11-04,RISK_ON,21.8799991607666,-0.015929134732590944
2024-11-11,RISK_ON,14.9399995803833,0.05479767506465061
2024-11-18,RISK_ON,16.139999389648438,-0.03417355963022484
2024-11-25,RISK_ON,15.239999771118164,0.018567335442348343
2024-12-02,RISK_ON,13.510000228881836,0.009426014085964773
2024-12-09,RISK_ON,12.770000457763672,0.03284023963225402
2024-12-16,RISK_ON,13.8100004196167,0.00769282544380423
2024-12-23,RISK_ON,18.360000610351562,-0.022373972102198825
2024-12-30,RISK_ON,15.949999809265137,0.01795636688696267
2025-01-06,RISK_ON,16.1299991607666,-0.020808112907097942
2025-01-13,RISK_ON,19.540000915527344,-0.005958142047769122
2025-01-27,RISK_ON,14.850000381469727,0.032256152979067476
2025-02-03,RISK_ON,16.43000030517578,-0.013858840963357766
2025-02-10,RISK_ON,16.540000915527344,0.0012062380039177256
2025-02-24,RISK_ON,18.209999084472656,-0.018324036356263562
2025-03-03,RISK_ON,19.6299991607666,-0.0340444090860903
2025-03-10,RISK_OFF,23.3700008392334,-0.03223337018027683
2025-03-17,RISK_OFF,21.770000457763672,-0.02466492733897041
2025-03-24,RISK_OFF,19.280000686645508,0.0024599039497785746
2025-03-31,RISK_OFF,21.649999618530273,-0.0232938594037293
2025-04-07,DEFENSIVE,45.310001373291016,-0.09866934829415719
2025-04-14,RISK_OFF,37.560001373291016,0.07507029866649106
2025-04-21,RISK_OFF,29.649999618530273,-0.004661787582376342
2025-04-28,RISK_OFF,24.84000015258789,0.06408459948230139
2025-05-05,RISK_OFF,22.68000030517578,0.03442954505678775
2025-05-12,RISK_OFF,21.899999618530273,-0.0017593196736855887
2025-05-19,RISK_ON,17.239999771118164,0.06873382746040035
2025-06-02,RISK_ON,18.56999969482422,0.009941460912402222
2025-06-09,RISK_ON,16.770000457763672,0.02082411797175099
2025-06-16,RISK_ON,20.81999969482422,-0.005585630086433646
2025-06-23,RISK_ON,20.6200008392334,-0.012798220417346018
2025-06-30,RISK_ON,16.31999969482422,0.04152291430830535
2025-07-07,RISK_ON,16.3799991607666,0.018307655054681016
2025-07-14,RISK_ON,16.399999618530273,-0.0036316296405212167
2025-07-21,RISK_ON,16.40999984741211,0.012739069656489521
2025-07-28,RISK_ON,14.930000305175781,0.00910445863279219
2025-08-04,RISK_ON,20.3799991607666,-0.022052601617055245
2025-08-11,RISK_ON,15.149999618530273,0.03731850167217865
2025-08-18,RISK_ON,15.09000015258789,0.004856053721433717
2025-08-25,RISK_ON,14.220000267028809,-0.009301426357359088
2025-09-08,RISK_ON,15.180000305175781,-0.0017675344995663478
2025-09-15,RISK_ON,14.760000228881836,0.018400870082059928
2025-09-22,RISK_ON,15.449999809265137,0.021630844297665153
2025-09-29,RISK_ON,15.289999961853027,-0.004486671432551881
2025-10-06,RISK_ON,16.649999618530273,0.012098020776573737
2025-10-13,RISK_ON,21.65999984741211,-0.022679813937936277
2025-10-20,RISK_ON,20.780000686645508,0.024478312955239945
2025-10-27,RISK_ON,16.3700008392334,0.021807138922989022
2025-11-03,RISK_ON,17.440000534057617,0.019397333026602404
2025-11-10,RISK_ON,19.079999923706055,-0.03072800543244225
2025-11-17,RISK_ON,19.829999923706055,-0.001443214608250143
2025-11-24,RISK_ON,23.43000030517578,-0.030860949249159275
2025-12-01,RISK_ON,16.350000381469727,0.05733606472165831
2025-12-08,RISK_ON,15.40999984741211,0.010060596981652958
2025-12-15,RISK_ON,15.739999771118164,-0.018961455768652602
2025-12-22,RISK_ON,14.90999984741211,0.00558986570461073
2025-12-29,RISK_ON,13.600000381469727,0.025584611219412023
2026-01-05,RISK_ON,14.510000228881836,-0.017325661074150234
2026-01-12,RISK_ON,14.489999771118164,0.022067421876526216
2026-01-26,RISK_ON,16.09000015258789,0.0015117331070140239
2026-02-02,RISK_ON,17.440000534057617,-0.0013649929792509674
2026-02-09,RISK_ON,20.3700008392334,-0.019650375441472523
2026-02-23,RISK_ON,19.09000015258789,0.013602187029079671
2026-03-02,RISK_ON,19.860000610351562,-0.00249674217957474
2026-03-09,RISK_ON,29.489999771118164,-0.012415836118208623
2026-03-16,RISK_ON,27.190000534057617,-0.01005417911623363
2026-03-23,RISK_OFF,26.780000686645508,-0.019638902024012084
2026-03-30,RISK_OFF,31.049999237060547,-0.032248544038345095
2026-04-06,RISK_OFF,23.8700008392334,0.019501913365369106
2026-04-13,RISK_ON,19.229999542236328,0.044599862775752674
2026-04-20,RISK_ON,17.479999542236328,0.06182592470403092
2026-04-27,RISK_ON,18.709999084472656,0.02316410551345438
2026-05-04,RISK_ON,16.989999771118164,0.01546969249821406
2026-05-11,RISK_ON,17.190000534057617,0.05500252868330846
2026-05-18,RISK_ON,18.43000030517578,-0.0032338172688570754
